PR番号,タイトル,作成者,作成日,ステータス,URL
5539,匿名ユーザーによる政策改善提案：選挙、司法、年金運用など,app/idobata-policy-app,2025-07-11T15:19:20Z,OPEN,https://github.com/team-mirai/policy/pull/5539
5538,README.md：議論のハイライトを追加し、デジタル母子手帳の災害時対策に関する議論を反映,app/idobata-policy-app,2025-07-11T15:13:47Z,OPEN,https://github.com/team-mirai/policy/pull/5538
5537,feat: 匿名ユーザーによるシェルター整備政策の提案を追加,app/idobata-policy-app,2025-07-11T15:03:49Z,OPEN,https://github.com/team-mirai/policy/pull/5537
5534,「社会的養護の改革」に関する包括的な改善提案,app/idobata-policy-app,2025-07-11T14:52:55Z,OPEN,https://github.com/team-mirai/policy/pull/5534
5531,「産業」政策における多様な業種への配慮の必要性について,app/idobata-policy-app,2025-07-11T14:44:34Z,OPEN,https://github.com/team-mirai/policy/pull/5531
5528,ひろこさん提案：「AIコンシェルジュ」と「心のセーフティネット」の創設,app/idobata-policy-app,2025-07-11T14:40:19Z,OPEN,https://github.com/team-mirai/policy/pull/5528
5520,AI活用による財源確保と、世代を超えた安心保障の実現,app/idobata-policy-app,2025-07-11T14:09:13Z,OPEN,https://github.com/team-mirai/policy/pull/5520
5516,【AIのミスにより撤回】ジェンダー問題に関する基本方針の追加,app/idobata-policy-app,2025-07-11T14:03:51Z,OPEN,https://github.com/team-mirai/policy/pull/5516
5515,家族の一体感を守りつつ、旧姓使用の不便を解消する提案,app/idobata-policy-app,2025-07-11T14:00:31Z,OPEN,https://github.com/team-mirai/policy/pull/5515
5513,マニフェストの改善：キャッチコピー追加と表現の現代化,app/idobata-policy-app,2025-07-11T13:53:51Z,OPEN,https://github.com/team-mirai/policy/pull/5513
5512,政策提案：国立病院の財政基盤の安定化,app/idobata-policy-app,2025-07-11T13:52:31Z,OPEN,https://github.com/team-mirai/policy/pull/5512
5505,義務教育における新しい体育の導入,app/idobata-policy-app,2025-07-11T13:38:02Z,OPEN,https://github.com/team-mirai/policy/pull/5505
5502,移民政策に関する項目の追加と、慎重な検討を促す基本方針の明記,app/idobata-policy-app,2025-07-11T13:29:48Z,OPEN,https://github.com/team-mirai/policy/pull/5502
5497,メンタルヘルス政策に関する新たな視点の追加,app/idobata-policy-app,2025-07-11T13:03:39Z,OPEN,https://github.com/team-mirai/policy/pull/5497
5494,AIと労働力の未来に関する新たな方針の提案,app/idobata-policy-app,2025-07-11T12:48:14Z,OPEN,https://github.com/team-mirai/policy/pull/5494
5489,選挙期間中のマニフェストの取り扱いに関するルールを追加,app/idobata-policy-app,2025-07-11T12:30:02Z,OPEN,https://github.com/team-mirai/policy/pull/5489
5488,表現の自由と創作活動の支援に関する政策の追加,app/idobata-policy-app,2025-07-11T12:28:36Z,OPEN,https://github.com/team-mirai/policy/pull/5488
5487,ともきさんによる東京一極集中の是正と地方創生に関する提案,app/idobata-policy-app,2025-07-11T12:24:36Z,OPEN,https://github.com/team-mirai/policy/pull/5487
5483,障害児支援の充実と、それが少子化対策にも繋がる視点の追加,app/idobata-policy-app,2025-07-11T12:17:53Z,OPEN,https://github.com/team-mirai/policy/pull/5483
5480,政策要望の見える化,app/idobata-policy-app,2025-07-11T12:01:44Z,OPEN,https://github.com/team-mirai/policy/pull/5480
5474,医療制度の持続可能性と公平性に関する改善提案,app/idobata-policy-app,2025-07-11T11:37:44Z,OPEN,https://github.com/team-mirai/policy/pull/5474
5473,【ゆさん提案】外国人との共生・移民政策に関するたたき台の追加,app/idobata-policy-app,2025-07-11T11:32:36Z,OPEN,https://github.com/team-mirai/policy/pull/5473
5465,あさんのご提案：子どもの心理的安全性を確保するための施策を追加,app/idobata-policy-app,2025-07-11T11:13:29Z,OPEN,https://github.com/team-mirai/policy/pull/5465
5463,しおちゃんさんによる政策マニフェスト改善提案,app/idobata-policy-app,2025-07-11T11:11:04Z,OPEN,https://github.com/team-mirai/policy/pull/5463
5461,のぶちょさんによる医療制度改革の提案,app/idobata-policy-app,2025-07-11T11:05:59Z,OPEN,https://github.com/team-mirai/policy/pull/5461
5453,グリーンインフラ・流域治水の項目追加,app/idobata-policy-app,2025-07-11T10:42:33Z,OPEN,https://github.com/team-mirai/policy/pull/5453
5452,自動車関連税の全廃による経済活性化策の提案,app/idobata-policy-app,2025-07-11T10:42:19Z,OPEN,https://github.com/team-mirai/policy/pull/5452
5451,ひとり親家庭への支援拡充に関する提案,app/idobata-policy-app,2025-07-11T10:37:01Z,OPEN,https://github.com/team-mirai/policy/pull/5451
5447,選択的夫婦別姓制度の早期実現をマニフェストに明記する提案,app/idobata-policy-app,2025-07-11T10:21:11Z,OPEN,https://github.com/team-mirai/policy/pull/5447
5443,インボイス制度の見直しを提案,app/idobata-policy-app,2025-07-11T10:08:09Z,OPEN,https://github.com/team-mirai/policy/pull/5443
5441,[匿名ユーザー様提案] 障害のある方々とその家族への支援拡充,app/idobata-policy-app,2025-07-11T10:02:15Z,OPEN,https://github.com/team-mirai/policy/pull/5441
5439,性犯罪の厳罰化についての提案,app/idobata-policy-app,2025-07-11T09:47:53Z,OPEN,https://github.com/team-mirai/policy/pull/5439
5432,エネルギー政策に関する基本姿勢をマニフェストの冒頭に明記,app/idobata-policy-app,2025-07-11T08:45:34Z,OPEN,https://github.com/team-mirai/policy/pull/5432
5430,政策提案：外国人による土地取得に関する検討項目の追加,app/idobata-policy-app,2025-07-11T08:40:30Z,OPEN,https://github.com/team-mirai/policy/pull/5430
5426,政策提案：小児性犯罪の厳罰化と再犯防止策の導入,app/idobata-policy-app,2025-07-11T08:11:58Z,OPEN,https://github.com/team-mirai/policy/pull/5426
5423,【なぎささん提案】READMEに「よくあるご質問」セクションを追加,app/idobata-policy-app,2025-07-11T08:00:52Z,OPEN,https://github.com/team-mirai/policy/pull/5423
5422,同性婚の法制化をマニフェストに追加,app/idobata-policy-app,2025-07-11T07:59:39Z,OPEN,https://github.com/team-mirai/policy/pull/5422
5417,産前産後ケアの抜本的拡充（産前休暇の柔軟化と就労環境の改善）,app/idobata-policy-app,2025-07-11T07:51:06Z,OPEN,https://github.com/team-mirai/policy/pull/5417
5413,移民・難民制度の見直しに関する提案,app/idobata-policy-app,2025-07-11T07:47:40Z,OPEN,https://github.com/team-mirai/policy/pull/5413
5412,「表現の自由」に関する基本的な考え方を追記,app/idobata-policy-app,2025-07-11T07:40:13Z,OPEN,https://github.com/team-mirai/policy/pull/5412
5399,ぱやさんによる社会保障をセーフティネットとして明確化する提案,app/idobata-policy-app,2025-07-11T06:50:35Z,OPEN,https://github.com/team-mirai/policy/pull/5399
5397,卵子凍結への支援策を新設する提案,app/idobata-policy-app,2025-07-11T06:40:41Z,OPEN,https://github.com/team-mirai/policy/pull/5397
5391,マニフェスト目次の明確化：「外交・安全保障」の追記,app/idobata-policy-app,2025-07-11T06:25:31Z,OPEN,https://github.com/team-mirai/policy/pull/5391
5386,小林由美子さんからの提案：誰もが相談しやすい仕組みの明記と、外国人との共生に関する政策議論の提起,app/idobata-policy-app,2025-07-11T05:58:53Z,OPEN,https://github.com/team-mirai/policy/pull/5386
5381,匿名ユーザーからの提案：財源確保と経済活性化に関する総合的な税制改革,app/idobata-policy-app,2025-07-11T05:42:44Z,OPEN,https://github.com/team-mirai/policy/pull/5381
5380,"【政策提案 by y,f】目次に「外国人との共生社会の実現」の項目を追加",app/idobata-policy-app,2025-07-11T05:37:35Z,OPEN,https://github.com/team-mirai/policy/pull/5380
5374,オンライン・公共空間における広告の健全化に関する政策の追加,app/idobata-policy-app,2025-07-11T05:13:37Z,OPEN,https://github.com/team-mirai/policy/pull/5374
5369,moさんによる「在外選挙におけるオンライン投票の導入」の提案,app/idobata-policy-app,2025-07-11T05:01:47Z,OPEN,https://github.com/team-mirai/policy/pull/5369
5366,政策改善提案：サイバーセキュリティと選挙の透明性強化,app/idobata-policy-app,2025-07-11T04:40:22Z,OPEN,https://github.com/team-mirai/policy/pull/5366
5365,政策に難病を持つ方々の移行期医療の視点を追加,app/idobata-policy-app,2025-07-11T04:39:04Z,OPEN,https://github.com/team-mirai/policy/pull/5365
5364,受動喫煙防止対策強化のご提案,app/idobata-policy-app,2025-07-11T04:35:36Z,OPEN,https://github.com/team-mirai/policy/pull/5364
5363,【みえさん提案】フリーランス・クリエイター支援策の具体化,app/idobata-policy-app,2025-07-11T04:30:50Z,OPEN,https://github.com/team-mirai/policy/pull/5363
5361,総合的な社会制度改革の提案：被害者支援、入国管理、国土安全保障の強化,app/idobata-policy-app,2025-07-11T04:27:30Z,OPEN,https://github.com/team-mirai/policy/pull/5361
5360,「多様性の尊重」に関する項目を追加,app/idobata-policy-app,2025-07-11T04:23:17Z,OPEN,https://github.com/team-mirai/policy/pull/5360
5359,【ながたさん提案】子どもへの性犯罪防止策の強化,app/idobata-policy-app,2025-07-11T04:21:45Z,OPEN,https://github.com/team-mirai/policy/pull/5359
5358,「地方の福利厚生賃貸」と「地方大学研究CF」による少子化対策と経済成長の新提案,app/idobata-policy-app,2025-07-11T04:15:02Z,OPEN,https://github.com/team-mirai/policy/pull/5358
5355,変更提案プロセスの透明性向上について,app/idobata-policy-app,2025-07-11T04:07:40Z,OPEN,https://github.com/team-mirai/policy/pull/5355
5352,特別支援教育に関する記述の追加,app/idobata-policy-app,2025-07-11T04:01:33Z,OPEN,https://github.com/team-mirai/policy/pull/5352
5349,気候変動の項目追加の提案,app/idobata-policy-app,2025-07-11T03:41:13Z,OPEN,https://github.com/team-mirai/policy/pull/5349
5344,デジタル化における情報アクセスの選択肢確保に関する提案,app/idobata-policy-app,2025-07-11T03:03:00Z,OPEN,https://github.com/team-mirai/policy/pull/5344
5342,【みかんさんからのご提案】「働き方」に関する政策の改善,app/idobata-policy-app,2025-07-11T02:59:31Z,OPEN,https://github.com/team-mirai/policy/pull/5342
5337,子育ての貢献に報いる社会を目指す決意をマニフェストに追加,app/idobata-policy-app,2025-07-11T02:42:31Z,OPEN,https://github.com/team-mirai/policy/pull/5337
5336,【みかんさん提案】子どもを性犯罪から守るための新政策を追加,app/idobata-policy-app,2025-07-11T02:40:20Z,OPEN,https://github.com/team-mirai/policy/pull/5336
5335,やえさん発案：政策原則の強化（データ活用・公正な徴税・子ども中心支援）,app/idobata-policy-app,2025-07-11T02:38:41Z,OPEN,https://github.com/team-mirai/policy/pull/5335
5334,【つおるあさん提案】「注意事項」に政治の安定性に関する項目を追加,app/idobata-policy-app,2025-07-11T02:30:48Z,OPEN,https://github.com/team-mirai/policy/pull/5334
5333,専門知見の活用と情報格差是正による、より開かれた政策議論の推進,app/idobata-policy-app,2025-07-11T02:14:59Z,OPEN,https://github.com/team-mirai/policy/pull/5333
5331,Kayさんによる抜本提案：未来志向の税制度（国民貢献税、国民生活投資など）,app/idobata-policy-app,2025-07-11T01:58:42Z,OPEN,https://github.com/team-mirai/policy/pull/5331
5326,「安定的な皇位継承について」の項目追加,app/idobata-policy-app,2025-07-11T01:36:28Z,OPEN,https://github.com/team-mirai/policy/pull/5326
5325,男子HPVワクチン接種の公費助成を提案します,app/idobata-policy-app,2025-07-11T01:34:41Z,OPEN,https://github.com/team-mirai/policy/pull/5325
5322,デジタル民主主義の具体化：電子投票の導入による、誰でも参加しやすい選挙の実現,app/idobata-policy-app,2025-07-11T01:17:50Z,OPEN,https://github.com/team-mirai/policy/pull/5322
5321,外国人受け入れと外交・安全保障に関する基本方針の追加提案,app/idobata-policy-app,2025-07-11T01:07:26Z,OPEN,https://github.com/team-mirai/policy/pull/5321
5313,マニフェスト改善の提案：「すべての世代が再チャレンジできる社会へ」の項目追加,app/idobata-policy-app,2025-07-11T00:26:51Z,OPEN,https://github.com/team-mirai/policy/pull/5313
5307,（京子さん提案）技能実習制度の見直しに関する記述の追加,app/idobata-policy-app,2025-07-10T23:58:27Z,OPEN,https://github.com/team-mirai/policy/pull/5307
5305,産業政策：企業のバックオフィス業務の抜本的な効率化による生産性向上,app/idobata-policy-app,2025-07-10T23:39:21Z,OPEN,https://github.com/team-mirai/policy/pull/5305
5304,コロナ後遺症に苦しむ方への支援策を追加,app/idobata-policy-app,2025-07-10T23:32:40Z,OPEN,https://github.com/team-mirai/policy/pull/5304
5301,有機農業推進のためのオープンデータPF構築の提案,app/idobata-policy-app,2025-07-10T23:22:45Z,OPEN,https://github.com/team-mirai/policy/pull/5301
5300,交通事故被害者救済のための任意保険加入義務化のご提案,app/idobata-policy-app,2025-07-10T23:21:28Z,OPEN,https://github.com/team-mirai/policy/pull/5300
5294,AI時代に対応したセーフティネットの強化を提案します,app/idobata-policy-app,2025-07-10T22:47:09Z,OPEN,https://github.com/team-mirai/policy/pull/5294
5288,【きゅんさん提案】外国人との共生と安全に関する原則を追加,app/idobata-policy-app,2025-07-10T21:03:10Z,OPEN,https://github.com/team-mirai/policy/pull/5288
5280,「誰も取り残さない」環境整備の具体化 by 匿名ユーザー,app/idobata-policy-app,2025-07-10T18:40:31Z,OPEN,https://github.com/team-mirai/policy/pull/5280
5278,皇位継承に関する国民的議論の促進,app/idobata-policy-app,2025-07-10T18:26:57Z,OPEN,https://github.com/team-mirai/policy/pull/5278
5276,緊急連絡先（バグ報告窓口）の明記による利用案内の改善,app/idobata-policy-app,2025-07-10T18:11:13Z,OPEN,https://github.com/team-mirai/policy/pull/5276
5269,【まるさん提案】セキュリティと保守体制に関する項目を追加,app/idobata-policy-app,2025-07-10T16:33:31Z,OPEN,https://github.com/team-mirai/policy/pull/5269
5266,団塊ジュニア世代など、多様な世代への配慮を明記する提案,app/idobata-policy-app,2025-07-10T16:22:43Z,OPEN,https://github.com/team-mirai/policy/pull/5266
5262,「多様な家族のあり方」に関する政策を追加,app/idobata-policy-app,2025-07-10T15:40:22Z,OPEN,https://github.com/team-mirai/policy/pull/5262
5253,【匿名ユーザーさん提案】インクルーシブ教育と特別な支援が必要な家庭への支援強化,app/idobata-policy-app,2025-07-10T15:00:39Z,OPEN,https://github.com/team-mirai/policy/pull/5253
5250,外国人との共生と安全な社会の実現に向けた政策提案,app/idobata-policy-app,2025-07-10T14:53:42Z,OPEN,https://github.com/team-mirai/policy/pull/5250
5249,「多様な家族観の尊重」に関する項目追加,app/idobata-policy-app,2025-07-10T14:49:02Z,OPEN,https://github.com/team-mirai/policy/pull/5249
5248,「チームみらいについて」に国益と国民の幸福を優先する理念を追加,app/idobata-policy-app,2025-07-10T14:45:44Z,OPEN,https://github.com/team-mirai/policy/pull/5248
5247,平尾さんによる改善のご提案：支援制度の透明性と土地利用の基本方針について,app/idobata-policy-app,2025-07-10T14:40:59Z,OPEN,https://github.com/team-mirai/policy/pull/5247
5242,人権に関する基本姿勢の拡充：同性婚の法制化と国際平和の希求について,app/idobata-policy-app,2025-07-10T14:23:43Z,OPEN,https://github.com/team-mirai/policy/pull/5242
5237,匿名ユーザーによる改善提案：子どもの居場所確保と学習環境の改善,app/idobata-policy-app,2025-07-10T14:14:10Z,OPEN,https://github.com/team-mirai/policy/pull/5237
5227,匿名ユーザーによる発達障害を持つ子ども向けのAI学習ツール開発の提案,app/idobata-policy-app,2025-07-10T13:36:48Z,OPEN,https://github.com/team-mirai/policy/pull/5227
5226,まるさんより：高等教育への支援として、成果連動型の貸与型奨学金制度を提案,app/idobata-policy-app,2025-07-10T13:34:33Z,OPEN,https://github.com/team-mirai/policy/pull/5226
5223,外国人労働者の受け入れに関する方針の追加提案,app/idobata-policy-app,2025-07-10T13:23:17Z,OPEN,https://github.com/team-mirai/policy/pull/5223
5221,教育制度の柔軟化：個々の発達に応じた学びの実現,app/idobata-policy-app,2025-07-10T13:18:16Z,OPEN,https://github.com/team-mirai/policy/pull/5221
5211,【かおさん提案】ジェンダー平等の項目追加とクオータ制導入の検討,app/idobata-policy-app,2025-07-10T12:55:11Z,OPEN,https://github.com/team-mirai/policy/pull/5211
5207,【なちさん提案】工業高校・高専への支援強化による、未来の技術者育成,app/idobata-policy-app,2025-07-10T12:45:43Z,OPEN,https://github.com/team-mirai/policy/pull/5207
5202,タクシー運転手の労働環境改善に向けた休憩所の設置,app/idobata-policy-app,2025-07-10T12:39:13Z,OPEN,https://github.com/team-mirai/policy/pull/5202
5194,Yukiさんの提案：デジタル民主主義推進のため、地方自治体との連携強化を明記,app/idobata-policy-app,2025-07-10T12:09:40Z,OPEN,https://github.com/team-mirai/policy/pull/5194
5189,教育分野における金融・主権者教育の導入提案,app/idobata-policy-app,2025-07-10T11:53:52Z,OPEN,https://github.com/team-mirai/policy/pull/5189
5187,終末期医療における意思決定支援の強化：リビングウィル作成支援と普及,app/idobata-policy-app,2025-07-10T11:45:43Z,OPEN,https://github.com/team-mirai/policy/pull/5187
5183,【まつさん提案】OTC類似薬の保険適用維持の方針を医療政策に明記,app/idobata-policy-app,2025-07-10T11:43:35Z,OPEN,https://github.com/team-mirai/policy/pull/5183
5181,国の根幹に関わるテーマへの慎重な検討姿勢を明記,app/idobata-policy-app,2025-07-10T11:40:46Z,OPEN,https://github.com/team-mirai/policy/pull/5181
5179,feat(policy): 匿名ユーザーの提案に基づき尊厳死・安楽死の項目を追加,app/idobata-policy-app,2025-07-10T11:28:53Z,OPEN,https://github.com/team-mirai/policy/pull/5179
5176,【AIの代理投稿】なち様より頂いた新規政策案（システムエラーにより代理投稿）,app/idobata-policy-app,2025-07-10T11:20:35Z,OPEN,https://github.com/team-mirai/policy/pull/5176
5168,【匿名ユーザー様ご提案】生成AIの学習と著作権に関する原則を追記,app/idobata-policy-app,2025-07-10T10:41:30Z,OPEN,https://github.com/team-mirai/policy/pull/5168
5165,井上さん提案：AI等を活用した地域交通の支援策を追加,app/idobata-policy-app,2025-07-10T10:35:09Z,OPEN,https://github.com/team-mirai/policy/pull/5165
5162,【改善提案】ベーシックインカム導入の検討項目を追加,app/idobata-policy-app,2025-07-10T10:31:38Z,OPEN,https://github.com/team-mirai/policy/pull/5162
5159,注意事項にデジタルと物理的選択肢の共存に関する原則を追加,app/idobata-policy-app,2025-07-10T10:21:34Z,OPEN,https://github.com/team-mirai/policy/pull/5159
5157,AIと著作権に関する項目を追加,app/idobata-policy-app,2025-07-10T10:09:26Z,OPEN,https://github.com/team-mirai/policy/pull/5157
5155,奨学金問題の解決に向け、現世代への負担軽減を求める改善案,app/idobata-policy-app,2025-07-10T09:56:51Z,OPEN,https://github.com/team-mirai/policy/pull/5155
5153,【匿名ユーザーさん提案】表現の自由に関する方針を追加,app/idobata-policy-app,2025-07-10T09:45:35Z,OPEN,https://github.com/team-mirai/policy/pull/5153
5152,緊急事態条項に関する見解を追加,app/idobata-policy-app,2025-07-10T09:42:35Z,OPEN,https://github.com/team-mirai/policy/pull/5152
5147,「注意事項」へのユニバーサルな安全性の原則の追加,app/idobata-policy-app,2025-07-10T09:22:26Z,OPEN,https://github.com/team-mirai/policy/pull/5147
5146,文化政策の新設,app/idobata-policy-app,2025-07-10T09:21:12Z,OPEN,https://github.com/team-mirai/policy/pull/5146
5145,生成AIの健全な利用促進とクリエイター及び市民の権利保護に関する提案,app/idobata-policy-app,2025-07-10T09:19:59Z,OPEN,https://github.com/team-mirai/policy/pull/5145
5143,チームの基本理念として国際人権規範の尊重を明記する提案,app/idobata-policy-app,2025-07-10T09:09:16Z,OPEN,https://github.com/team-mirai/policy/pull/5143
5127,あいさんの提案：実践的なアプローチの追記で、マニフェストの実効性を強化,app/idobata-policy-app,2025-07-10T07:44:00Z,OPEN,https://github.com/team-mirai/policy/pull/5127
5126,選択的夫婦別姓に関する基本姿勢の追記,app/idobata-policy-app,2025-07-10T07:43:49Z,OPEN,https://github.com/team-mirai/policy/pull/5126
5125,匿名ユーザーからの問題提起：終末期医療のあり方についての議論を追記,app/idobata-policy-app,2025-07-10T07:40:44Z,OPEN,https://github.com/team-mirai/policy/pull/5125
5124,エネルギー政策の強化：国主導の原子力活用を提案,app/idobata-policy-app,2025-07-10T07:35:09Z,OPEN,https://github.com/team-mirai/policy/pull/5124
5112,対米外交・通商政策に関する方針の追加,app/idobata-policy-app,2025-07-10T06:31:10Z,OPEN,https://github.com/team-mirai/policy/pull/5112
5111,feat: 障害福祉の新規項目追加とバリアフリー政策の提案,app/idobata-policy-app,2025-07-10T06:31:07Z,OPEN,https://github.com/team-mirai/policy/pull/5111
5110,わかさんによる改善提案：ジェンダー・セクシュアリティに関する包括的政策の追加,app/idobata-policy-app,2025-07-10T06:26:30Z,OPEN,https://github.com/team-mirai/policy/pull/5110
5105,政策要望への対応スケジュールを明確化,app/idobata-policy-app,2025-07-10T05:58:52Z,OPEN,https://github.com/team-mirai/policy/pull/5105
5099,【匿名ユーザーによる改善提案】性の多様性に関する基本方針の追加,app/idobata-policy-app,2025-07-10T05:45:54Z,OPEN,https://github.com/team-mirai/policy/pull/5099
5096,生活保護制度に関する見直し提案,app/idobata-policy-app,2025-07-10T05:38:43Z,OPEN,https://github.com/team-mirai/policy/pull/5096
5094,ちかえもんさんのご意見を反映し、外国人との共生に関する基本的な考え方を追加,app/idobata-policy-app,2025-07-10T05:24:32Z,OPEN,https://github.com/team-mirai/policy/pull/5094
5091,水産業に関する政策の追加,app/idobata-policy-app,2025-07-10T05:09:27Z,OPEN,https://github.com/team-mirai/policy/pull/5091
5088,就職氷河期世代支援の追加と政策の基本原則の明確化,app/idobata-policy-app,2025-07-10T05:02:26Z,OPEN,https://github.com/team-mirai/policy/pull/5088
5085,Y3さんの提案：「立憲主義の堅持と、揺るぎない基本的人権の擁護」の章を追加,app/idobata-policy-app,2025-07-10T04:49:12Z,OPEN,https://github.com/team-mirai/policy/pull/5085
5076,沖縄の基地跡地利用と経済振興による新たな安全保障モデルの提案,app/idobata-policy-app,2025-07-10T04:17:50Z,OPEN,https://github.com/team-mirai/policy/pull/5076
5073,「チームみらいについて」に公平性と説明責任の原則を追記する提案 by こはるさん,app/idobata-policy-app,2025-07-10T04:08:54Z,OPEN,https://github.com/team-mirai/policy/pull/5073
5069,「変更提案について」の表現修正（README.md）,aihojo,2025-07-10T04:00:58Z,OPEN,https://github.com/team-mirai/policy/pull/5069
5065,【みかんさん提案】「税金の見える化」で政治をもっと身近に,app/idobata-policy-app,2025-07-10T03:40:26Z,OPEN,https://github.com/team-mirai/policy/pull/5065
5064,【西村祐二からの提案】政治倫理確立のため、独立した第三者機関（日本版IPSA）を設置,app/idobata-policy-app,2025-07-10T03:37:13Z,OPEN,https://github.com/team-mirai/policy/pull/5064
5063,【しの様提案】日本版DBSの導入と強化による子どもたちの保護,app/idobata-policy-app,2025-07-10T03:33:43Z,OPEN,https://github.com/team-mirai/policy/pull/5063
5059,マニフェストへの同性婚法制化と選択的夫婦別姓導入の明記,app/idobata-policy-app,2025-07-10T03:24:33Z,OPEN,https://github.com/team-mirai/policy/pull/5059
5057,【aiからの提案】男女が協力して子育てできる社会の実現に向けた理念の明確化,app/idobata-policy-app,2025-07-10T03:19:57Z,OPEN,https://github.com/team-mirai/policy/pull/5057
5055,AI開発者の責任と利用者のデータ保護強化を提案,app/idobata-policy-app,2025-07-10T03:15:57Z,OPEN,https://github.com/team-mirai/policy/pull/5055
5051,自動運転技術の導入戦略についての提案,app/idobata-policy-app,2025-07-10T03:11:54Z,OPEN,https://github.com/team-mirai/policy/pull/5051
5046,docs: 医療サービスへの影響に関する注意事項を追加,app/idobata-policy-app,2025-07-10T02:58:04Z,OPEN,https://github.com/team-mirai/policy/pull/5046
5044,「プッシュ型支援」の基本方針をマニフェストに明記する提案,app/idobata-policy-app,2025-07-10T02:52:33Z,OPEN,https://github.com/team-mirai/policy/pull/5044
5036,年少扶養控除の復活による子育て支援強化の提案,app/idobata-policy-app,2025-07-10T02:20:04Z,OPEN,https://github.com/team-mirai/policy/pull/5036
5034,おがわ様による医療費控除の自動化に関する改善提案,app/idobata-policy-app,2025-07-10T02:17:29Z,OPEN,https://github.com/team-mirai/policy/pull/5034
5026,ご意見を反映し、所得制限に関する議論を促す文言を追加,app/idobata-policy-app,2025-07-10T01:46:46Z,OPEN,https://github.com/team-mirai/policy/pull/5026
5024,エネルギー政策の改善案：日本の地理的特徴と未利用エネルギーの活用,app/idobata-policy-app,2025-07-10T01:36:16Z,OPEN,https://github.com/team-mirai/policy/pull/5024
5020,マニフェストをより多くの人に分かりやすくする改善,app/idobata-policy-app,2025-07-10T01:19:14Z,OPEN,https://github.com/team-mirai/policy/pull/5020
5019,自転車利用者の安全確保と、自動車先進技術による交通安全の推進,app/idobata-policy-app,2025-07-10T01:18:49Z,OPEN,https://github.com/team-mirai/policy/pull/5019
5017,憲法に関する考え方の追加,app/idobata-policy-app,2025-07-10T01:16:54Z,OPEN,https://github.com/team-mirai/policy/pull/5017
5016,匿名ユーザーさんによる選択的夫婦別姓の早期実現に関する提案,app/idobata-policy-app,2025-07-10T01:15:18Z,OPEN,https://github.com/team-mirai/policy/pull/5016
5015,外国人との共生に関する政策（なむさん提案）の追加,app/idobata-policy-app,2025-07-10T01:07:28Z,OPEN,https://github.com/team-mirai/policy/pull/5015
