PR番号,タイトル,作成者,作成日,ステータス,URL
5002,「子育て支援の抜本的見直し」に関する改善提案,app/idobata-policy-app,2025-07-09T16:28:07Z,OPEN,https://github.com/team-mirai/policy/pull/5002
4999,aiaiさんによるREADME.mdの改善提案（ユーザビリティ向上）,app/idobata-policy-app,2025-07-09T16:01:34Z,OPEN,https://github.com/team-mirai/policy/pull/4999
4996,芸術文化への投資に関する提案,app/idobata-policy-app,2025-07-09T15:56:47Z,OPEN,https://github.com/team-mirai/policy/pull/4996
4994,【らいむさん提案】農業政策の追加：小規模・家族農業への支援強化,app/idobata-policy-app,2025-07-09T15:52:36Z,OPEN,https://github.com/team-mirai/policy/pull/4994
4992,【まさんご提案】外交・安全保障の基本方針を追加,app/idobata-policy-app,2025-07-09T15:50:48Z,OPEN,https://github.com/team-mirai/policy/pull/4992
4989,【taさん提案】子育て支援：スタッフ常駐の屋内遊び場の設置,app/idobata-policy-app,2025-07-09T15:34:16Z,OPEN,https://github.com/team-mirai/policy/pull/4989
4988,READMEの議論中テーマに解雇規制とセーフティネットの議論を追加,app/idobata-policy-app,2025-07-09T15:26:51Z,OPEN,https://github.com/team-mirai/policy/pull/4988
4980,OTC類似薬の保険適用維持による医療アクセス確保の提案,app/idobata-policy-app,2025-07-09T15:03:56Z,OPEN,https://github.com/team-mirai/policy/pull/4980
4973,子育て支援：こどもたちの文化芸術体験の機会創出,app/idobata-policy-app,2025-07-09T14:41:22Z,OPEN,https://github.com/team-mirai/policy/pull/4973
4970,出入国管理の厳格化に関する検討事項の追記,app/idobata-policy-app,2025-07-09T14:38:06Z,OPEN,https://github.com/team-mirai/policy/pull/4970
4968,中間層、特に子育て世帯の税負担軽減に関する基本方針の追加,app/idobata-policy-app,2025-07-09T14:32:58Z,OPEN,https://github.com/team-mirai/policy/pull/4968
4967,医師の地域偏在・診療科偏在の是正,app/idobata-policy-app,2025-07-09T14:32:45Z,OPEN,https://github.com/team-mirai/policy/pull/4967
4965,【匿名さん提案】障害者支援及び性犯罪対策の抜本的改革,app/idobata-policy-app,2025-07-09T14:30:58Z,OPEN,https://github.com/team-mirai/policy/pull/4965
4959,障害者支援の充実：情報連携による切れ目のないサポート体制の構築,app/idobata-policy-app,2025-07-09T14:02:20Z,OPEN,https://github.com/team-mirai/policy/pull/4959
4951,itaさん提案：妊婦健診の完全無料化による母子支援強化,app/idobata-policy-app,2025-07-09T13:36:03Z,OPEN,https://github.com/team-mirai/policy/pull/4951
4948,【みみみさん提案】産業政策の改訂：AI時代を見据えた第一次産業・伝統技術の保護と継承,app/idobata-policy-app,2025-07-09T13:25:24Z,OPEN,https://github.com/team-mirai/policy/pull/4948
4934,マイナンバーカードと生体認証を活用した投票制度の提案,app/idobata-policy-app,2025-07-09T12:32:10Z,OPEN,https://github.com/team-mirai/policy/pull/4934
4926,AIの活用と責任に関する原則の追記提案,app/idobata-policy-app,2025-07-09T11:51:44Z,OPEN,https://github.com/team-mirai/policy/pull/4926
4918,憲法に関する基本姿勢の追記のご提案,app/idobata-policy-app,2025-07-09T11:20:39Z,OPEN,https://github.com/team-mirai/policy/pull/4918
4913,高齢者やデジタルが苦手な方々へのサポート強化の提案,app/idobata-policy-app,2025-07-09T11:12:49Z,OPEN,https://github.com/team-mirai/policy/pull/4913
4910,金融課税に関する方針の明確化,app/idobata-policy-app,2025-07-09T11:09:14Z,OPEN,https://github.com/team-mirai/policy/pull/4910
4908,【紋加さんからのご提案】「子育て減税」の対象年齢に関する議論の具体例を追記,app/idobata-policy-app,2025-07-09T11:04:18Z,OPEN,https://github.com/team-mirai/policy/pull/4908
4904,ミヤさんからの提案：教育現場のICT環境改善,app/idobata-policy-app,2025-07-09T10:40:45Z,OPEN,https://github.com/team-mirai/policy/pull/4904
4887,子育て支援に関する2つの改善提案（れもんさんより）,app/idobata-policy-app,2025-07-09T09:33:21Z,OPEN,https://github.com/team-mirai/policy/pull/4887
4883,選挙期間中におけるマニフェストの更新プロセスを明記,app/idobata-policy-app,2025-07-09T09:18:17Z,OPEN,https://github.com/team-mirai/policy/pull/4883
4879,にいくら様からのご提案：外国人土地取得およびオーバーツーリズム対策の追加,app/idobata-policy-app,2025-07-09T09:10:03Z,OPEN,https://github.com/team-mirai/policy/pull/4879
4874,AI活用の原則を明確化,app/idobata-policy-app,2025-07-09T08:57:05Z,OPEN,https://github.com/team-mirai/policy/pull/4874
4870,たかはしさんのご意見を反映：子育て支援に関する議論の具体例を追記,app/idobata-policy-app,2025-07-09T08:32:10Z,OPEN,https://github.com/team-mirai/policy/pull/4870
4865,母子手帳のデジタル化と紙媒体の併用を提案,app/idobata-policy-app,2025-07-09T08:20:02Z,OPEN,https://github.com/team-mirai/policy/pull/4865
4863,物流政策の新規追加（北海道から食品を全国へ届けるTさんからの提案）,app/idobata-policy-app,2025-07-09T08:08:14Z,OPEN,https://github.com/team-mirai/policy/pull/4863
4861,子育て支援政策に関する改善提案,app/idobata-policy-app,2025-07-09T08:01:50Z,OPEN,https://github.com/team-mirai/policy/pull/4861
4860,【改善提案】障害者のための住宅セーフティネット強化,app/idobata-policy-app,2025-07-09T07:59:41Z,OPEN,https://github.com/team-mirai/policy/pull/4860
4857,なるみさんによる教育改革案のご提案,app/idobata-policy-app,2025-07-09T07:41:41Z,OPEN,https://github.com/team-mirai/policy/pull/4857
4854,住宅政策の追加による投機的開発の抑制,app/idobata-policy-app,2025-07-09T07:32:45Z,OPEN,https://github.com/team-mirai/policy/pull/4854
4852,【やまだまやさん提案】インボイス制度の廃止を検討,app/idobata-policy-app,2025-07-09T07:25:51Z,OPEN,https://github.com/team-mirai/policy/pull/4852
4849,教育分野への専門アドバイザー配置によるICT活用支援の提案,app/idobata-policy-app,2025-07-09T07:12:43Z,OPEN,https://github.com/team-mirai/policy/pull/4849
4841,【匿名ユーザー提案】子どもの歯列矯正への保険適用,app/idobata-policy-app,2025-07-09T06:50:58Z,OPEN,https://github.com/team-mirai/policy/pull/4841
4839,AIの活用と責任に関する原則の明確化,app/idobata-policy-app,2025-07-09T06:43:47Z,OPEN,https://github.com/team-mirai/policy/pull/4839
4838,マイナンバーカードの国際化対応についての提案,app/idobata-policy-app,2025-07-09T06:43:33Z,OPEN,https://github.com/team-mirai/policy/pull/4838
4836,【匿名ユーザーさん提案】寄付制度の改革案を追加,app/idobata-policy-app,2025-07-09T06:39:07Z,OPEN,https://github.com/team-mirai/policy/pull/4836
4834,新しい税制の仕組み（納税コストゼロ社会）の提案,app/idobata-policy-app,2025-07-09T06:36:18Z,OPEN,https://github.com/team-mirai/policy/pull/4834
4821,皇位継承に関する方針の追加,app/idobata-policy-app,2025-07-09T05:58:47Z,OPEN,https://github.com/team-mirai/policy/pull/4821
4819,国保の子供の均等割免除による子育て支援の拡充,app/idobata-policy-app,2025-07-09T05:55:13Z,OPEN,https://github.com/team-mirai/policy/pull/4819
4808,消費税減税と、その財源のあり方に関する具体的な提案,app/idobata-policy-app,2025-07-09T05:22:09Z,OPEN,https://github.com/team-mirai/policy/pull/4808
4805,やくもさんからの改善のご提案：表現の自由・医療制度について,app/idobata-policy-app,2025-07-09T05:16:43Z,OPEN,https://github.com/team-mirai/policy/pull/4805
4798,MM様からのご提案（医療分野）：医療DXによる多言語対応と医師の負担軽減,app/idobata-policy-app,2025-07-09T05:01:04Z,OPEN,https://github.com/team-mirai/policy/pull/4798
4797,学校給食の充実と食育の推進に関する提案,app/idobata-policy-app,2025-07-09T04:59:46Z,OPEN,https://github.com/team-mirai/policy/pull/4797
4796,【花子さん提案】情報発信に関する姿勢を追記,app/idobata-policy-app,2025-07-09T04:59:41Z,OPEN,https://github.com/team-mirai/policy/pull/4796
4794,【kyoさんによる改善提案】「表現の自由と創作活動の保護」に関する項目を追加,app/idobata-policy-app,2025-07-09T04:57:26Z,OPEN,https://github.com/team-mirai/policy/pull/4794
4791,保育園の午睡（お昼寝）の運用を、もっと柔軟にするための提案,app/idobata-policy-app,2025-07-09T04:45:37Z,OPEN,https://github.com/team-mirai/policy/pull/4791
4781,【医療費削減】予防医療の強化：ワクチン接種への経済的支援拡充による提案,app/idobata-policy-app,2025-07-09T04:20:22Z,OPEN,https://github.com/team-mirai/policy/pull/4781
4775,提案：母子手帳のデジタル・アナログ併用に関する意見をマニフェストに反映,app/idobata-policy-app,2025-07-09T04:09:29Z,OPEN,https://github.com/team-mirai/policy/pull/4775
4772,【みるくさん提案】産休開始時期の前倒し（32週から）による、安心して子育てできる社会の実現,app/idobata-policy-app,2025-07-09T03:59:55Z,OPEN,https://github.com/team-mirai/policy/pull/4772
4771,外国人政策に関する新規提案,app/idobata-policy-app,2025-07-09T03:58:55Z,OPEN,https://github.com/team-mirai/policy/pull/4771
4770,「国歌の民主化」と「受刑者の人権」の検討開始,app/idobata-policy-app,2025-07-09T03:58:55Z,OPEN,https://github.com/team-mirai/policy/pull/4770
4765,【あめさん提案】若年層の未来を後押しする経済的支援策の追加,app/idobata-policy-app,2025-07-09T03:51:59Z,OPEN,https://github.com/team-mirai/policy/pull/4765
4763,【スミママさん提案】障害児支援に関する所得制限の緩和と行政手続きの改善,app/idobata-policy-app,2025-07-09T03:44:37Z,OPEN,https://github.com/team-mirai/policy/pull/4763
4756,新政策『多極集中型の地方創生』の追加提案,app/idobata-policy-app,2025-07-09T03:19:45Z,OPEN,https://github.com/team-mirai/policy/pull/4756
4751,るさんからの改善提案：小児歯列矯正の保険適用,app/idobata-policy-app,2025-07-09T03:07:13Z,OPEN,https://github.com/team-mirai/policy/pull/4751
4748,政策提案：選択的夫婦別姓制度の導入,app/idobata-policy-app,2025-07-09T02:58:48Z,OPEN,https://github.com/team-mirai/policy/pull/4748
4746,「注意事項」に人権尊重に関する項目を追加,app/idobata-policy-app,2025-07-09T02:57:40Z,OPEN,https://github.com/team-mirai/policy/pull/4746
4734,りなさんによる「性犯罪対策の強化」のご提案,app/idobata-policy-app,2025-07-09T02:28:25Z,OPEN,https://github.com/team-mirai/policy/pull/4734
4733,匿名ユーザーによる外国人への生活保護に関する政策提案,app/idobata-policy-app,2025-07-09T02:25:54Z,OPEN,https://github.com/team-mirai/policy/pull/4733
4730,あさんの提案：納税している障害者の医療費等に関する所得制限の撤廃,app/idobata-policy-app,2025-07-09T02:23:47Z,OPEN,https://github.com/team-mirai/policy/pull/4730
4728,マニフェストの対象読者と対話方法の明確化,app/idobata-policy-app,2025-07-09T02:14:25Z,OPEN,https://github.com/team-mirai/policy/pull/4728
4727,非正規雇用の原則禁止と同一労働同一賃金の徹底,app/idobata-policy-app,2025-07-09T02:10:52Z,OPEN,https://github.com/team-mirai/policy/pull/4727
4725,匿名ユーザーによる「難民・移民政策」の新設提案,app/idobata-policy-app,2025-07-09T02:03:29Z,OPEN,https://github.com/team-mirai/policy/pull/4725
4722,おおた様提案：マニフェストに「皇室」の項目を追加,app/idobata-policy-app,2025-07-09T02:00:31Z,OPEN,https://github.com/team-mirai/policy/pull/4722
4714,国民年金保険料の免除対象者の範囲拡大についての提案,app/idobata-policy-app,2025-07-09T01:36:43Z,OPEN,https://github.com/team-mirai/policy/pull/4714
4711,子育て世帯への継続的な経済的支援策の追加提案,app/idobata-policy-app,2025-07-09T01:28:27Z,OPEN,https://github.com/team-mirai/policy/pull/4711
4707,匿名ユーザーによる「予備保育士」制度の提案をマニフェストに追記,app/idobata-policy-app,2025-07-09T01:22:54Z,OPEN,https://github.com/team-mirai/policy/pull/4707
4704,ぶんさんによる「外国人政策」の項目追加の提案,app/idobata-policy-app,2025-07-09T01:11:59Z,OPEN,https://github.com/team-mirai/policy/pull/4704
4702,所得税の障害者控除の見直しを検討課題として追加,app/idobata-policy-app,2025-07-09T00:59:06Z,OPEN,https://github.com/team-mirai/policy/pull/4702
4698,幼稚園の魅力周知と子ども家庭庁の管轄に関する改善提案,app/idobata-policy-app,2025-07-09T00:43:57Z,OPEN,https://github.com/team-mirai/policy/pull/4698
4694,ステップ1の子育て支援に不育症サポートを追記,app/idobata-policy-app,2025-07-09T00:20:02Z,OPEN,https://github.com/team-mirai/policy/pull/4694
4693,政策提案：同性婚の法制化による多様性の尊重,app/idobata-policy-app,2025-07-09T00:19:10Z,OPEN,https://github.com/team-mirai/policy/pull/4693
4691,"やえさんによる複数の重要政策(BI,マイナンバー,医療)に関する改善提案",app/idobata-policy-app,2025-07-09T00:15:56Z,OPEN,https://github.com/team-mirai/policy/pull/4691
4689,匿名ユーザーからの提案：持続可能で魅力的な農業政策の追加,app/idobata-policy-app,2025-07-09T00:09:30Z,OPEN,https://github.com/team-mirai/policy/pull/4689
4686,匿名ユーザーによる障がい児支援の拡充に関する提案,app/idobata-policy-app,2025-07-09T00:00:57Z,OPEN,https://github.com/team-mirai/policy/pull/4686
4683,ドメイン投票方式の導入提案,app/idobata-policy-app,2025-07-08T23:44:07Z,OPEN,https://github.com/team-mirai/policy/pull/4683
4681,松崎彰剛さんの提案：「くらしと行政」におけるDX推進専門組織の創設,app/idobata-policy-app,2025-07-08T23:11:41Z,OPEN,https://github.com/team-mirai/policy/pull/4681
4677,ymrlさんによる人権尊重とAI倫理に関する基本方針の明記提案,app/idobata-policy-app,2025-07-08T22:58:50Z,OPEN,https://github.com/team-mirai/policy/pull/4677
4676,多様な家族のあり方に関する議論を追記,app/idobata-policy-app,2025-07-08T22:58:25Z,OPEN,https://github.com/team-mirai/policy/pull/4676
4675,交通政策を新設し、自動運転の導入を提案,app/idobata-policy-app,2025-07-08T22:55:50Z,OPEN,https://github.com/team-mirai/policy/pull/4675
4674,外国人政策に関する新規提案,app/idobata-policy-app,2025-07-08T22:52:23Z,OPEN,https://github.com/team-mirai/policy/pull/4674
4671,気候危機対策を最優先課題として明記する改善提案,app/idobata-policy-app,2025-07-08T22:18:26Z,OPEN,https://github.com/team-mirai/policy/pull/4671
4669,w.s.さんによる移民政策の新規提案,app/idobata-policy-app,2025-07-08T19:40:38Z,OPEN,https://github.com/team-mirai/policy/pull/4669
4668,「デジタル社会における心の健康」に関する新しい政策分野の提案,app/idobata-policy-app,2025-07-08T19:07:37Z,OPEN,https://github.com/team-mirai/policy/pull/4668
4666,【匿名ユーザー提案】農業分野の明確化のため、目次を修正,app/idobata-policy-app,2025-07-08T18:54:21Z,OPEN,https://github.com/team-mirai/policy/pull/4666
4664,多様性に関する基本姿勢として、同性婚への賛成を明記する提案,app/idobata-policy-app,2025-07-08T18:25:25Z,OPEN,https://github.com/team-mirai/policy/pull/4664
4660,AIによる意見の取り扱いに関する原則の明確化,app/idobata-policy-app,2025-07-08T17:58:03Z,OPEN,https://github.com/team-mirai/policy/pull/4660
4657,「データに基づいたバランスの取れた意思決定」をマニフェストに明記,app/idobata-policy-app,2025-07-08T17:27:48Z,OPEN,https://github.com/team-mirai/policy/pull/4657
4644,まつさんからの改善提案：ベーシックサービスと政治の信頼性向上,app/idobata-policy-app,2025-07-08T16:21:52Z,OPEN,https://github.com/team-mirai/policy/pull/4644
4640,子どもたちを性被害から守るための対策を新規追加,app/idobata-policy-app,2025-07-08T16:01:47Z,OPEN,https://github.com/team-mirai/policy/pull/4640
4638,匿名希望Hさんとりんごさんによる改善提案,app/idobata-policy-app,2025-07-08T16:00:59Z,OPEN,https://github.com/team-mirai/policy/pull/4638
4633,国家目標と長期ロードマップの策定に関するビジョンを追記,app/idobata-policy-app,2025-07-08T15:37:58Z,OPEN,https://github.com/team-mirai/policy/pull/4633
4631,1日の時間を36時間にする,app/idobata-policy-app,2025-07-08T15:32:31Z,OPEN,https://github.com/team-mirai/policy/pull/4631
4622,マニフェストの基本原則に国債発行の厳格化を追記,app/idobata-policy-app,2025-07-08T14:59:04Z,OPEN,https://github.com/team-mirai/policy/pull/4622
4621,「子どもは国の宝」という理念をマニフェストの基本方針に盛り込む提案,app/idobata-policy-app,2025-07-08T14:53:38Z,OPEN,https://github.com/team-mirai/policy/pull/4621
4618,同性婚の法制化に賛成する立場を明確化,app/idobata-policy-app,2025-07-08T14:38:10Z,OPEN,https://github.com/team-mirai/policy/pull/4618
4612,生理用品の消費税を撤廃し、女性の健康を社会で支える提案,app/idobata-policy-app,2025-07-08T14:22:41Z,OPEN,https://github.com/team-mirai/policy/pull/4612
4594,政策改善提案：選択的夫婦別姓に関する議論の追加,app/idobata-policy-app,2025-07-08T13:40:12Z,OPEN,https://github.com/team-mirai/policy/pull/4594
4591,農業政策の新規追加：兼業農家支援による食料安定供給の実現,app/idobata-policy-app,2025-07-08T13:38:52Z,OPEN,https://github.com/team-mirai/policy/pull/4591
4590,提案：Web3時代を見据えた暗号資産・ブロックチェーン戦略の更新,app/idobata-policy-app,2025-07-08T13:34:49Z,OPEN,https://github.com/team-mirai/policy/pull/4590
4582,医薬品の安定供給に向けた薬価制度の見直しについて,app/idobata-policy-app,2025-07-08T13:09:10Z,OPEN,https://github.com/team-mirai/policy/pull/4582
4578,匿名ユーザーによる改善提案：選択的夫婦別姓の実現,app/idobata-policy-app,2025-07-08T12:54:38Z,OPEN,https://github.com/team-mirai/policy/pull/4578
4572,重要な医薬品・医療機器等の国内生産を促すための政策提案,app/idobata-policy-app,2025-07-08T12:40:31Z,OPEN,https://github.com/team-mirai/policy/pull/4572
4568,医療制度の持続可能性確保に向けた政策の追加,app/idobata-policy-app,2025-07-08T12:26:56Z,OPEN,https://github.com/team-mirai/policy/pull/4568
4567,【まつさん提案】子育て支援の具体例をマニフェestoに追記,app/idobata-policy-app,2025-07-08T12:26:46Z,OPEN,https://github.com/team-mirai/policy/pull/4567
4559,選挙期間中のマニフェスト変更に関するルールを追加,app/idobata-policy-app,2025-07-08T12:02:48Z,OPEN,https://github.com/team-mirai/policy/pull/4559
4546,家族制度の議論における慎重な姿勢と具体的懸念への対応を明記,app/idobata-policy-app,2025-07-08T10:49:01Z,OPEN,https://github.com/team-mirai/policy/pull/4546
4542,デジタル支援員制度の追加,app/idobata-policy-app,2025-07-08T10:10:32Z,OPEN,https://github.com/team-mirai/policy/pull/4542
4541,「チームみらいについて」の理念を明確化する提案 by Kazunori,app/idobata-policy-app,2025-07-08T10:03:41Z,OPEN,https://github.com/team-mirai/policy/pull/4541
4533,育休制度の拡充による子育て支援の強化（華子さんからのご提案）,app/idobata-policy-app,2025-07-08T09:24:32Z,OPEN,https://github.com/team-mirai/policy/pull/4533
4530,【未来さん提案】最優先事項「新国会議事堂建設計画」の追加,app/idobata-policy-app,2025-07-08T09:10:01Z,OPEN,https://github.com/team-mirai/policy/pull/4530
4528,防災政策の強化：防災庁設置と実効性ある災害対策の推進,app/idobata-policy-app,2025-07-08T08:56:55Z,OPEN,https://github.com/team-mirai/policy/pull/4528
4519,表現の自由の保護を基本姿勢として明記,app/idobata-policy-app,2025-07-08T08:10:41Z,OPEN,https://github.com/team-mirai/policy/pull/4519
4517,検索機能の案内を追記する改善提案,app/idobata-policy-app,2025-07-08T07:59:53Z,OPEN,https://github.com/team-mirai/policy/pull/4517
4512,基本的な考え方として「未来への投資こそが最大の安全保障」を追加,app/idobata-policy-app,2025-07-08T07:39:31Z,OPEN,https://github.com/team-mirai/policy/pull/4512
4508,動物愛護に関する提案（てつさんより）,app/idobata-policy-app,2025-07-08T07:29:53Z,OPEN,https://github.com/team-mirai/policy/pull/4508
4505,「憲法改正について」の項目追加,app/idobata-policy-app,2025-07-08T07:24:27Z,OPEN,https://github.com/team-mirai/policy/pull/4505
4499,皇室制度に関する記述の追加,app/idobata-policy-app,2025-07-08T07:07:13Z,OPEN,https://github.com/team-mirai/policy/pull/4499
4498,匿名ユーザーさんによる、夫婦の姓と障がい児支援に関する改善提案,app/idobata-policy-app,2025-07-08T07:04:10Z,OPEN,https://github.com/team-mirai/policy/pull/4498
4488,移民政策に関する新たな提案（匿名ユーザーからの提案）,app/idobata-policy-app,2025-07-08T06:45:15Z,OPEN,https://github.com/team-mirai/policy/pull/4488
4484,ジェンダー平等と女性の権利に関する新規政策提案 by 和田さん,app/idobata-policy-app,2025-07-08T06:31:45Z,OPEN,https://github.com/team-mirai/policy/pull/4484
4468,選択的夫婦別姓制度の導入による、結婚と出産のハードル引き下げ,app/idobata-policy-app,2025-07-08T05:26:09Z,OPEN,https://github.com/team-mirai/policy/pull/4468
4467,食の安全・農業・畜産に関する新規政策提案,app/idobata-policy-app,2025-07-08T05:24:24Z,OPEN,https://github.com/team-mirai/policy/pull/4467
4466,借地借家法の見直しとAI・データ活用による賃貸市場の健全化の提案,app/idobata-policy-app,2025-07-08T05:13:02Z,OPEN,https://github.com/team-mirai/policy/pull/4466
4461,ボトムアップの技術発展を促すため、オープンな市場環境の重要性を追記,app/idobata-policy-app,2025-07-08T04:56:07Z,OPEN,https://github.com/team-mirai/policy/pull/4461
4457,『チームみらいについて』の表現を、意図がより伝わるように修正,app/idobata-policy-app,2025-07-08T04:45:42Z,OPEN,https://github.com/team-mirai/policy/pull/4457
4455,【SANAさん提案】個人情報保護と透明性に関する原則の追加,app/idobata-policy-app,2025-07-08T04:37:28Z,OPEN,https://github.com/team-mirai/policy/pull/4455
4452,表現の自由の保護に関する原則の追加,app/idobata-policy-app,2025-07-08T04:21:12Z,OPEN,https://github.com/team-mirai/policy/pull/4452
4448,マッチョさん提案：「デジタル支援員」制度の創設によるDX推進の具体化,app/idobata-policy-app,2025-07-08T04:13:37Z,OPEN,https://github.com/team-mirai/policy/pull/4448
4440,くろねこさんの提案：介護分野の新設と公共施設の持続可能性強化,app/idobata-policy-app,2025-07-08T03:46:06Z,OPEN,https://github.com/team-mirai/policy/pull/4440
4436,ステップ3に「インフラ長寿命化」の項目を追加する提案,app/idobata-policy-app,2025-07-08T03:30:52Z,OPEN,https://github.com/team-mirai/policy/pull/4436
4435,投票率向上のための「投票スタンプカード」導入,app/idobata-policy-app,2025-07-08T03:30:51Z,OPEN,https://github.com/team-mirai/policy/pull/4435
4420,木村様のご意見に基づき、「外国人労働者・移民政策」の項目追加と国家観に関する記述を追記,app/idobata-policy-app,2025-07-08T02:55:17Z,OPEN,https://github.com/team-mirai/policy/pull/4420
4411,【くろねこさん提案】変更提案のプロセスを明確化,app/idobata-policy-app,2025-07-08T02:30:36Z,OPEN,https://github.com/team-mirai/policy/pull/4411
4402,「選挙運動のあり方」についての新しい提案,app/idobata-policy-app,2025-07-08T02:14:54Z,OPEN,https://github.com/team-mirai/policy/pull/4402
4398,【KK様ご提案】移民政策に関する新規項目追加,app/idobata-policy-app,2025-07-08T02:05:22Z,OPEN,https://github.com/team-mirai/policy/pull/4398
4397,なゆたさんによる改善提案：行政手続きの簡素化,app/idobata-policy-app,2025-07-08T01:55:03Z,OPEN,https://github.com/team-mirai/policy/pull/4397
4394,金融所得課税の考え方をマニフェストに明記,app/idobata-policy-app,2025-07-08T01:37:54Z,OPEN,https://github.com/team-mirai/policy/pull/4394
4393,公平性とジェンダー格差是正に関するマニフェスト改善案（匿名ユーザーさんより）,app/idobata-policy-app,2025-07-08T01:36:03Z,OPEN,https://github.com/team-mirai/policy/pull/4393
4392,表現の自由と創作物に関する基本方針の追加,app/idobata-policy-app,2025-07-08T01:35:27Z,OPEN,https://github.com/team-mirai/policy/pull/4392
4386,地方分権と地域発展の基本方針の追加,app/idobata-policy-app,2025-07-08T01:19:34Z,OPEN,https://github.com/team-mirai/policy/pull/4386
4372,年金政策の具体化：年金額の底上げと家賃補助制度の提案,app/idobata-policy-app,2025-07-08T00:48:21Z,OPEN,https://github.com/team-mirai/policy/pull/4372
4364,匿名ユーザーによる選択的夫婦別姓制度導入の提案,app/idobata-policy-app,2025-07-08T00:15:22Z,OPEN,https://github.com/team-mirai/policy/pull/4364
4352,同性カップルの法的保護に関する政策の追加提案,app/idobata-policy-app,2025-07-07T22:24:31Z,OPEN,https://github.com/team-mirai/policy/pull/4352
4350,就職氷河期世代への支援策を追加,app/idobata-policy-app,2025-07-07T21:55:31Z,OPEN,https://github.com/team-mirai/policy/pull/4350
4348,【suhiさんご提案】文化クーポン構想の具体案追加,app/idobata-policy-app,2025-07-07T20:03:55Z,OPEN,https://github.com/team-mirai/policy/pull/4348
4345,「組織的な嫌がらせ行為（集団ストーカー）対策と、被害者の情報アクセス権の確立」を新設 (提案者: 中の人),app/idobata-policy-app,2025-07-07T18:42:55Z,OPEN,https://github.com/team-mirai/policy/pull/4345
4343,子どもたちの安全を守るための政策強化提案（匿名ユーザー様より）,app/idobata-policy-app,2025-07-07T17:49:44Z,OPEN,https://github.com/team-mirai/policy/pull/4343
4339,「性犯罪の根絶と被害者支援の徹底」に関する政策の追加,app/idobata-policy-app,2025-07-07T17:29:10Z,OPEN,https://github.com/team-mirai/policy/pull/4339
4331,提案：透明性向上のための変更履歴セクションの追加,app/idobata-policy-app,2025-07-07T15:32:41Z,OPEN,https://github.com/team-mirai/policy/pull/4331
4328,「性の多様性の尊重とジェンダー平等の実現」に関する提案,app/idobata-policy-app,2025-07-07T15:22:33Z,OPEN,https://github.com/team-mirai/policy/pull/4328
3861,AIによる国会審議の要約と解説の提供,app/idobata-policy-app,2025-07-05T15:01:17Z,OPEN,https://github.com/team-mirai/policy/pull/3861
